Code,ISIN,Name,GroupCode,CapSize,IndLarge,IndMedium,IndSmall
F77200016,KR5772000166,한국밸류기업가치포커스2호(C-F),BC,,0,0,0
F77300001,KR5773000017,밸류시스템SAFE증권1호(A),BC,,0,0,0
F77300002,KR5773000025,밸류시스템SAFE증권1호(Ae),BC,,0,0,0
F77300003,KR5773000033,밸류시스템SAFE증권2호(A),BC,,0,0,0
F77300004,KR5773000041,밸류시스템SAFE증권2호(Ae),BC,,0,0,0
000020,KR7000020008,동화약품,ST,3.0,27,9,0
000040,KR7000040006,KR모터스,ST,3.0,27,15,0
000050,KR7000050005,경방,ST,3.0,16,0,0
000070,KR7000070003,삼양홀딩스,ST,2.0,21,0,0
000075,KR7000071001,삼양홀딩스우,ST,0.0,21,0,0
000080,KR7000080002,하이트진로,ST,2.0,27,5,0
000087,KR7000082008,하이트진로2우B,ST,0.0,27,5,0
0000D0,KR70000D0009,TIGER 엔비디아미국채커버드콜밸런스(합성),EF,,0,0,0
0000H0,KR70000H0005,KODEX 인도Nifty미드캡100,EF,,0,0,0
0000J0,KR70000J0003,PLUS 한화그룹주,EF,,0,0,0
0000Y0,KR70000Y0004,HK 26-12 회사채(AA-이상)액티브,EF,,0,0,0
0000Z0,KR70000Z0003,RISE 바이오TOP10액티브,EF,,0,0,0
000100,KR7000100008,유한양행,ST,1.0,27,9,0
000105,KR7000101006,유한양행우,ST,0.0,27,9,0
000120,KR7000120006,CJ대한통운,ST,2.0,19,0,0
000140,KR7000140004,하이트진로홀딩스,ST,3.0,21,0,0
000145,KR7000141002,하이트진로홀딩스우,ST,0.0,21,0,0
000150,KR7000150003,두산,ST,1.0,21,0,0
000155,KR7000151001,두산우,ST,0.0,21,0,0
000157,KR7000152009,두산2우B,ST,0.0,21,0,0
000180,KR7000180000,성창기업지주,ST,3.0,26,0,0
0001P0,KR70001P0004,마이티 바이오시밀러&CDMO액티브,EF,,0,0,0
0001S0,KR70001S0001,TIGER 26-04 회사채(A+이상)액티브,EF,,0,0,0
000210,KR7000210005,DL,ST,2.0,27,8,0
000215,KR7000211003,DL우,ST,0.0,27,8,0
000220,KR7000220004,유유제약,ST,3.0,27,9,0
000225,KR7000221002,유유제약1우,ST,0.0,27,9,0
000227,KR7000222000,유유제약2우B,ST,0.0,27,9,0
000230,KR7000230003,일동홀딩스,ST,3.0,27,9,0
000240,KR7000240002,한국앤컴퍼니,ST,2.0,21,0,0
000270,KR7000270009,기아,ST,1.0,27,15,0
0002C0,KR70002C0008,에셋플러스 인도일등기업포커스20액티브,EF,,0,0,0
000300,KR7000300004,DH오토넥스,ST,3.0,27,15,0
000320,KR7000320002,노루홀딩스,ST,3.0,21,0,0
000325,KR7000321000,노루홀딩스우,ST,0.0,21,0,0
000370,KR7000370007,한화손해보험,ST,3.0,21,25,0
000390,KR7000390005,삼화페인트,ST,3.0,27,8,0
000400,KR7000400002,롯데손해보험,ST,2.0,21,25,0
000430,KR7000430009,대원강업,ST,3.0,27,15,0
000480,KR7000480004,CR홀딩스,ST,3.0,27,10,0
000490,KR7000490003,대동,ST,3.0,27,12,0
0004G0,KR70004G0002,1Q 미국배당30,EF,,0,0,0
000500,KR7000500009,가온전선,ST,2.0,27,13,0
000520,KR7000520007,삼일제약,ST,3.0,27,9,0
000540,KR7000540005,흥국화재,ST,3.0,21,25,0
000545,KR7000541003,흥국화재우,ST,0.0,21,25,0
000590,KR7000590000,CS홀딩스,ST,3.0,21,0,0
0005A0,KR70005A0007,KODEX 미국S&P500데일리커버드콜OTM,EF,,0,0,0
0005C0,KR70005C0005,RISE 미국S&P500엔화노출(합성 H),EF,,0,0,0
0005D0,KR70005D0004,SOL 전고체배터리&실리콘음극재,EF,,0,0,0
0005G0,KR70005G0001,ITF K-AI반도체코어테크,EF,,0,0,0
000640,KR7000640003,동아쏘시오홀딩스,ST,2.0,21,0,0
000650,KR7000650002,천일고속,ST,3.0,19,0,0
000660,KR7000660001,SK하이닉스,ST,1.0,27,13,0
000670,KR7000670000,영풍,ST,2.0,27,11,0
000680,KR7000680009,LS네트웍스,ST,3.0,16,0,0
000700,KR7000700005,유수홀딩스,ST,3.0,26,0,0
000720,KR7000720003,현대건설,ST,1.0,18,0,0
000725,KR7000721001,현대건설우,ST,0.0,18,0,0
000760,KR7000760009,이화산업,ST,3.0,16,0,0
0007F0,KR70007F0000,KODEX 27-12 회사채(AA-이상)액티브,EF,,0,0,0
0007G0,KR70007G0009,PLUS 글로벌원자력밸류체인,EF,,0,0,0
0007N0,KR70007N0000,아이엠에셋 200,EF,,0,0,0
000810,KR7000810002,삼성화재,ST,1.0,21,25,0
000815,KR7000811000,삼성화재우,ST,0.0,21,25,0
000850,KR7000850008,화천기공,ST,3.0,27,12,0
000860,KR7000860007,강남제비스코,ST,3.0,27,8,0
000880,KR7000880005,한화,ST,2.0,27,8,0
000885,KR7000881003,한화우,ST,0.0,27,8,0
00088K,KR700088K015,한화3우B,ST,0.0,27,8,0
000890,KR7000890004,보해양조,ST,3.0,27,5,0
0008E0,KR70008E0000,ACE 미국중심중소형제조업,EF,,0,0,0
0008S0,KR70008S0004,TIGER 미국배당다우존스타겟데일리커버드콜,EF,,0,0,0
0008T0,KR70008T0003,SOL 화장품TOP3플러스,EF,,0,0,0
000910,KR7000910000,유니온,ST,3.0,27,10,0
000950,KR7000950006,전방,ST,3.0,27,6,0
000970,KR7000970004,한국주철관,ST,3.0,27,11,0
000990,KR7000990002,DB하이텍,ST,2.0,27,13,0
001020,KR7001020007,페이퍼코리아,ST,3.0,27,7,0
001040,KR7001040005,CJ,ST,2.0,21,0,0
001045,KR7001041003,CJ우,ST,0.0,21,0,0
00104K,KR700104K010,CJ4우(전환),ST,0.0,21,0,0
001060,KR7001060003,JW중외제약,ST,2.0,27,9,0
001065,KR7001061001,JW중외제약우,ST,0.0,27,9,0
001067,KR7001062009,JW중외제약2우B,ST,0.0,27,9,0
001070,KR7001070002,대한방직,ST,3.0,27,6,0
001080,KR7001080001,만호제강,ST,3.0,27,11,0
0010E0,KR70010E0006,ACE FTSE WGBI Korea,EF,,0,0,0
001120,KR7001120005,LX인터내셔널,ST,2.0,16,0,0
001130,KR7001130004,대한제분,ST,3.0,27,5,0
001140,KR7001140003,국보,ST,3.0,19,0,0
001200,KR7001200005,유진투자증권,ST,3.0,21,24,0
001210,KR7001210004,금호전기,ST,3.0,27,13,0
001230,KR7001230002,동국홀딩스,ST,3.0,21,0,0
001250,KR7001250000,GS글로벌,ST,3.0,16,0,0
001260,KR7001260009,남광토건,ST,3.0,18,0,0
001270,KR7001270008,부국증권,ST,3.0,21,24,0
001275,KR7001271006,부국증권우,ST,0.0,21,24,0
001290,KR7001290006,상상인증권,ST,3.0,21,24,0
001340,KR7001340009,PKC,ST,3.0,27,8,0
001360,KR7001360007,삼성제약,ST,3.0,27,9,0
001380,KR7001380005,SG글로벌,ST,3.0,27,15,0
001390,KR7001390004,KG케미칼,ST,3.0,27,8,0
0013P0,KR70013P0000,RISE 미국은행TOP10,EF,,0,0,0
0013R0,KR70013R0008,RISE 테슬라미국채타겟커버드콜혼합(합성),EF,,0,0,0
001420,KR7001420009,태원물산,ST,3.0,27,15,0
001430,KR7001430008,세아베스틸지주,ST,2.0,27,11,0
001440,KR7001440007,대한전선,ST,2.0,27,13,0
001450,KR7001450006,현대해상,ST,2.0,21,25,0
001460,KR7001460005,BYC,ST,3.0,27,6,0
001465,KR7001461003,BYC우,ST,0.0,27,6,0
001470,KR7001470004,삼부토건,ST,3.0,18,0,0
001500,KR7001500008,현대차증권,ST,3.0,21,24,0
001510,KR7001510007,SK증권,ST,3.0,21,24,0
001515,KR7001511005,SK증권우,ST,0.0,21,24,0
001520,KR7001520006,동양,ST,3.0,27,10,0
001525,KR7001521004,동양우,ST,0.0,27,10,0
001527,KR7001522002,동양2우B,ST,0.0,27,10,0
001530,KR7001530005,DI동일,ST,2.0,16,0,0
001550,KR7001550003,조비,ST,3.0,27,8,0
001560,KR7001560002,제일연마,ST,3.0,27,10,0
001570,KR7001570001,금양,ST,2.0,27,8,0
0015B0,KR70015B0004,KoAct 미국나스닥성장기업액티브,EF,,0,0,0
0015E0,KR70015E0001,KIWOOM 엔비디아미국30년국채혼합액티브(H),EF,,0,0,0
0015F0,KR70015F0000,KIWOOM 팔란티어미국30년국채혼합액티브(H),EF,,0,0,0
0015K0,KR70015K0003,TIGER 미국소비트렌드액티브,EF,,0,0,0
001620,KR7001620004,케이비아이동국실업,ST,3.0,27,15,0
001630,KR7001630003,종근당홀딩스,ST,3.0,27,9,0
001680,KR7001680008,대상,ST,2.0,27,5,0
001685,KR7001681006,대상우,ST,0.0,27,5,0
0016X0,KR70016X0007,SOL 중단기회사채(A-이상)액티브,EF,,0,0,0
001720,KR7001720002,신영증권,ST,2.0,21,24,0
001740,KR7001740000,SK네트웍스,ST,2.0,16,0,0
001750,KR7001750009,한양증권,ST,3.0,21,24,0
001755,KR7001751007,한양증권우,ST,0.0,21,24,0
001770,KR7001770007,SHD,ST,3.0,27,11,0
001780,KR7001780006,알루코,ST,3.0,27,11,0
001790,KR7001790005,대한제당,ST,3.0,27,5,0
001795,KR7001791003,대한제당우,ST,0.0,27,5,0
0017Y0,KR70017Y0005,1Q 종합채권(AA-이상)액티브,EF,,0,0,0
001800,KR7001800002,오리온홀딩스,ST,2.0,21,0,0
001820,KR7001820000,삼화콘덴서,ST,3.0,27,13,0
0018C0,KR70018C0000,PLUS 고배당주위클리고정커버드콜,EF,,0,0,0
0018Z0,KR70018Z0003,RISE 미국양자컴퓨팅,EF,,0,0,0
001940,KR7001940006,KISCO홀딩스,ST,3.0,27,11,0
0019K0,KR70019K0009,TIMEFOLIO 미국나스닥100채권혼합50액티브,EF,,0,0,0
002020,KR7002020006,코오롱,ST,3.0,21,0,0
002025,KR7002021004,코오롱우,ST,0.0,21,0,0
002030,KR7002030005,아세아,ST,2.0,26,0,0
002070,KR7002070001,비비안,ST,3.0,27,6,0
0020H0,KR70020H0001,KoAct 글로벌양자컴퓨팅액티브,EF,,0,0,0
002100,KR7002100006,경농,ST,3.0,27,8,0
002140,KR7002140002,고려산업,ST,3.0,27,5,0
002150,KR7002150001,도화엔지니어링,ST,3.0,26,0,0
002170,KR7002170009,삼양통상,ST,3.0,27,6,0
0021C0,KR70021C0005,ACE 장기자산배분액티브,EF,,0,0,0
0021D0,KR70021D0004,ACE TDF2030액티브,EF,,0,0,0
0021E0,KR70021E0003,ACE TDF2050액티브,EF,,0,0,0
002200,KR7002200004,한국수출포장,ST,3.0,27,7,0
002210,KR7002210003,동성제약,ST,3.0,27,9,0
002220,KR7002220002,한일철강,ST,3.0,27,11,0
002240,KR7002240000,고려제강,ST,3.0,27,11,0
0022T0,KR70022T0005,SOL 골드커버드콜액티브,EF,,0,0,0
002310,KR7002310001,아세아제지,ST,3.0,27,7,0
002320,KR7002320000,한진,ST,3.0,19,0,0
002350,KR7002350007,넥센타이어,ST,2.0,27,8,0
002355,KR7002351005,넥센타이어1우B,ST,0.0,27,8,0
002360,KR7002360006,SH에너지화학,ST,3.0,27,8,0
002380,KR7002380004,KCC,ST,2.0,27,8,0
002390,KR7002390003,한독,ST,3.0,27,9,0
0023A0,KR70023A0005,SOL 미국양자컴퓨팅TOP10,EF,,0,0,0
0023B0,KR70023B0004,PLUS 미국양자컴퓨팅TOP10,EF,,0,0,0
002410,KR7002410009,범양건영,ST,3.0,18,0,0
002420,KR7002420008,세기상사,ST,3.0,16,0,0
002450,KR7002450005,삼익악기,ST,3.0,27,0,0
002460,KR7002460004,HS화성,ST,3.0,18,0,0
0025N0,KR70025N0008,TIGER TDF2045,EF,,0,0,0
002600,KR7002600005,조흥,ST,3.0,27,5,0
002620,KR7002620003,제일파마홀딩스,ST,3.0,26,0,0
002630,KR7002630002,오리엔트바이오,ST,3.0,27,9,0
002690,KR7002690006,동일제강,ST,3.0,27,11,0
0026E0,KR70026E0008,KODEX 미국S&P500버퍼3월액티브,EF,,0,0,0
0026S0,KR70026S0002,1Q 미국S&P500,EF,,0,0,0
002700,KR7002700003,신일전자,ST,3.0,16,0,0
002710,KR7002710002,TCC스틸,ST,2.0,27,11,0
002720,KR7002720001,국제약품,ST,3.0,27,9,0
002760,KR7002760007,보락,ST,3.0,27,8,0
002780,KR7002780005,진흥기업,ST,3.0,18,0,0
002785,KR7002781003,진흥기업우B,ST,0.0,18,0,0
002787,KR7002782001,진흥기업2우B,ST,0.0,18,0,0
002790,KR7002790004,아모레퍼시픽홀딩스,ST,2.0,27,8,0
002795,KR7002791002,아모레퍼시픽홀딩스우,ST,0.0,27,8,0
00279K,KR700279K010,아모레퍼시픽홀딩스3우C,ST,0.0,27,8,0
002810,KR7002810000,삼영무역,ST,3.0,16,0,0
002820,KR7002820009,SUN&L,ST,3.0,27,7,0
002840,KR7002840007,미원상사,ST,2.0,27,8,0
002870,KR7002870004,신풍,ST,3.0,16,0,0
002880,KR7002880003,대유에이텍,ST,3.0,27,15,0
0028X0,KR70028X0003,KODEX 미국금융테크액티브,EF,,0,0,0
002900,KR7002900009,TYM,ST,3.0,27,12,0
002920,KR7002920007,유성기업,ST,3.0,27,15,0
002960,KR7002960003,한국쉘석유,ST,3.0,27,8,0
002990,KR7002990000,금호건설,ST,3.0,18,0,0
002995,KR7002991008,금호건설우,ST,0.0,18,0,0
003000,KR7003000007,부광약품,ST,3.0,27,9,0
003010,KR7003010006,혜인,ST,3.0,16,0,0
003030,KR7003030004,세아제강지주,ST,2.0,21,0,0
003060,KR7003060001,에이프로젠바이오로직스,ST,3.0,27,9,0
003070,KR7003070000,코오롱글로벌,ST,3.0,18,0,0
003075,KR7003071008,코오롱글로벌우,ST,0.0,18,0,0
003080,KR7003080009,SB성보,ST,3.0,27,8,0
003090,KR7003090008,대웅,ST,2.0,27,9,0
003120,KR7003120003,일성아이에스,ST,3.0,27,9,0
003160,KR7003160009,디아이,ST,3.0,27,14,0
003200,KR7003200003,일신방직,ST,3.0,27,6,0
003220,KR7003220001,대원제약,ST,3.0,27,9,0
003230,KR7003230000,삼양식품,ST,1.0,27,5,0
003240,KR7003240009,태광산업,ST,2.0,27,8,0
003280,KR7003280005,흥아해운,ST,3.0,19,0,0
003300,KR7003300001,한일홀딩스,ST,3.0,27,10,0
003350,KR7003350006,한국화장품제조,ST,3.0,27,8,0
003460,KR7003460003,유화증권,ST,3.0,21,24,0
003465,KR7003461001,유화증권우,ST,0.0,21,24,0
003470,KR7003470002,유안타증권,ST,2.0,21,24,0
003475,KR7003471000,유안타증권우,ST,0.0,21,24,0
003480,KR7003480001,한진중공업홀딩스,ST,3.0,17,0,0
003490,KR7003490000,대한항공,ST,1.0,19,0,0
003495,KR7003491008,대한항공우,ST,0.0,19,0,0
003520,KR7003520004,영진약품,ST,3.0,27,9,0
003530,KR7003530003,한화투자증권,ST,2.0,21,24,0
003535,KR7003531001,한화투자증권우,ST,0.0,21,24,0
003540,KR7003540002,대신증권,ST,2.0,21,24,0
003545,KR7003541000,대신증권우,ST,0.0,21,24,0
003547,KR7003542008,대신증권2우B,ST,0.0,21,24,0
003550,KR7003550001,LG,ST,1.0,21,0,0
003555,KR7003551009,LG우,ST,0.0,21,0,0
003560,KR7003560000,IHQ,ST,3.0,30,0,0
003570,KR7003570009,SNT다이내믹스,ST,2.0,27,15,0
003580,KR7003580008,HLB글로벌,ST,3.0,16,0,0
0035T0,KR70035T0000,PLUS 글로벌휴머노이드로봇액티브,EF,,0,0,0
003610,KR7003610003,방림,ST,3.0,27,6,0
003620,KR7003620002,KG모빌리티,ST,2.0,27,15,0
003650,KR7003650009,미창석유,ST,3.0,27,8,0
003670,KR7003670007,포스코퓨처엠,ST,1.0,27,13,0
003680,KR7003680006,한성기업,ST,3.0,27,5,0
003690,KR7003690005,코리안리,ST,2.0,21,25,0
0036D0,KR70036D0007,TIMEFOLIO 미국배당다우존스액티브,EF,,0,0,0
0036R0,KR70036R0001,RISE 미국휴머노이드로봇,EF,,0,0,0
0036Z0,KR70036Z0001,RISE 미국천연가스밸류체인,EF,,0,0,0
003720,KR7003720000,삼영,ST,3.0,27,8,0
003780,KR7003780004,진양산업,ST,3.0,27,8,0
003830,KR7003830007,대한화섬,ST,3.0,27,8,0
003850,KR7003850005,보령,ST,2.0,27,9,0
0038A0,KR70038A0008,KODEX 미국휴머노이드로봇,EF,,0,0,0
003920,KR7003920006,남양유업,ST,3.0,27,5,0
003925,KR7003921004,남양유업우,ST,0.0,27,5,0
003960,KR7003960002,사조대림,ST,3.0,27,5,0
004000,KR7004000006,롯데정밀화학,ST,2.0,27,8,0
004020,KR7004020004,현대제철,ST,2.0,27,11,0
004060,KR7004060000,SG세계물산,ST,3.0,16,0,0
004080,KR7004080008,신흥,ST,3.0,16,0,0
004090,KR7004090007,한국석유,ST,3.0,27,10,0
0040S0,KR70040S0004,HANARO 글로벌피지컬AI액티브,EF,,0,0,0
0040X0,KR70040X0007,SOL 팔란티어미국채커버드콜혼합,EF,,0,0,0
0040Y0,KR70040Y0006,SOL 팔란티어커버드콜OTM채권혼합,EF,,0,0,0
004100,KR7004100004,태양금속,ST,3.0,27,15,0
004105,KR7004101002,태양금속우,ST,0.0,27,15,0
004140,KR7004140000,동방,ST,3.0,19,0,0
004150,KR7004150009,한솔홀딩스,ST,3.0,21,0,0
004170,KR7004170007,신세계,ST,2.0,16,0,0
0041D0,KR70041D0000,KODEX 미국AI소프트웨어TOP10,EF,,0,0,0
0041E0,KR70041E0009,KODEX 미국S&P500액티브,EF,,0,0,0
004250,KR7004250007,NPC,ST,3.0,27,8,0
004255,KR7004251005,NPC우,ST,0.0,27,8,0
004270,KR7004270005,남성,ST,3.0,16,0,0
004310,KR7004310009,현대약품,ST,3.0,27,9,0
004360,KR7004360004,세방,ST,3.0,19,0,0
004365,KR7004361002,세방우,ST,0.0,19,0,0
004370,KR7004370003,농심,ST,2.0,27,5,0
004380,KR7004380002,삼익THK,ST,3.0,27,12,0
0043B0,KR70043B0000,TIGER 머니마켓액티브,EF,,0,0,0
0043Y0,KR70043Y0003,TIMEFOLIO 차이나AI테크액티브,EF,,0,0,0
004410,KR7004410007,서울식품,ST,3.0,27,5,0
004415,KR7004411005,서울식품우,ST,0.0,27,5,0
004430,KR7004430005,송원산업,ST,3.0,27,8,0
004440,KR7004440004,삼일씨엔에스,ST,3.0,27,10,0
004450,KR7004450003,삼화왕관,ST,3.0,27,11,0
004490,KR7004490009,세방전지,ST,2.0,27,13,0
004540,KR7004540001,깨끗한나라,ST,3.0,27,7,0
004545,KR7004541009,깨끗한나라우,ST,0.0,27,7,0
004560,KR7004560009,현대비앤지스틸,ST,3.0,27,11,0
004690,KR7004690004,삼천리,ST,3.0,17,0,0
0046A0,KR70046A0008,TIGER 미국초단기(3개월이하)국채,EF,,0,0,0
0046Y0,KR70046Y0000,ACE 미국배당퀄리티,EF,,0,0,0
004700,KR7004700001,조광피혁,ST,3.0,27,6,0
004710,KR7004710000,한솔테크닉스,ST,3.0,27,13,0
004720,KR7004720009,팜젠사이언스,ST,3.0,27,9,0
004770,KR7004770004,써니전자,ST,3.0,27,13,0
0047A0,KR70047A0007,TIGER 차이나테크TOP10,EF,,0,0,0
0047N0,KR70047N0002,PLUS 차이나AI테크TOP10,EF,,0,0,0
0047P0,KR70047P0000,RISE 테슬라고정테크100,EF,,0,0,0
0047R0,KR70047R0008,RISE 팔란티어고정테크100,EF,,0,0,0
004800,KR7004800009,효성,ST,2.0,21,0,0
004830,KR7004830006,덕성,ST,3.0,27,8,0
004835,KR7004831004,덕성우,ST,0.0,27,8,0
004840,KR7004840005,DRB동일,ST,3.0,27,8,0
004870,KR7004870002,티웨이홀딩스,ST,3.0,27,10,0
004890,KR7004890000,동일산업,ST,3.0,27,11,0
0048J0,KR70048J0007,KODEX 미국머니마켓액티브,EF,,0,0,0
0048K0,KR70048K0004,KODEX 차이나휴머노이드로봇,EF,,0,0,0
004910,KR7004910006,조광페인트,ST,3.0,27,8,0
004920,KR7004920005,씨아이테크,ST,3.0,27,13,0
004960,KR7004960001,한신공영,ST,3.0,18,0,0
004970,KR7004970000,신라교역,ST,3.0,0,0,0
004980,KR7004980009,성신양회,ST,3.0,27,10,0
004985,KR7004981007,성신양회우,ST,0.0,27,10,0
004990,KR7004990008,롯데지주,ST,2.0,21,0,0
00499K,KR700499K014,롯데지주우,ST,0.0,21,0,0
